0,1,2,3,4,5,6
05,11,14,20,24,31,38
05,11,16,25,27,29,47
06,09,32,36,44,45,48
07,10,11,23,31,33,43
07,15,20,32,34,45,48
08,11,12,13,26,46,48
11,14,21,24,30,44,49
13,20,22,28,31,37,39
14,20,21,23,24,35,40
16,19,33,37,39,44,48
22,25,27,32,34,39,48
05,09,10,25,27,29,38
01,12,13,26,40,45,49
01,14,16,25,27,31,38
01,35,36,40,43,49,50
03,04,16,20,24,27,42
03,08,09,15,17,38,44
03,09,10,27,37,47,48
03,12,22,26,31,35,41
03,13,15,19,31,43,48
04,05,10,12,22,26,34
04,07,15,22,29,38,39
04,08,14,30,31,37,50
05,06,10,22,40,41,49
05,11,16,21,33,37,46
07,08,11,17,21,30,47
09,17,18,21,30,40,45
14,15,32,36,39,43,49
14,18,33,35,39,47,48
15,19,26,34,36,39,44
15,27,29,30,33,44,49
05,07,22,29,32,37,39
01,02,07,15,23,45,48
01,03,20,35,39,44,48
01,07,12,13,21,24,50
01,17,20,31,32,41,43
02,05,06,10,19,40,42
02,11,13,17,30,39,42
03,08,10,20,26,28,41
03,10,12,14,36,41,42
04,16,22,31,37,39,48
05,07,17,23,38,39,41
06,11,29,30,36,40,48
06,12,19,20,27,30,36
08,12,16,24,25,26,28
13,15,24,30,33,35,38
20,21,28,38,39,41,43
03,04,13,14,30,36,41
01,07,12,20,24,31,32
01,09,10,13,44,45,46
03,21,22,24,36,37,39
04,05,14,24,29,33,47
05,06,08,12,18,29,48
06,12,13,15,19,39,43
06,12,19,26,31,32,44
09,16,26,31,32,46,48
09,18,19,25,26,29,33
10,11,18,19,21,31,37
02,11,16,18,19,20,25
01,02,07,10,19,23,33
02,09,12,19,20,29,30
03,11,13,30,31,34,46
04,13,17,22,27,48,50
05,12,18,35,38,40,50
08,09,10,24,32,46,49
11,12,22,25,28,34,39
11,20,23,30,39,45,49
09,16,17,18,21,22,27
04,11,13,32,43,48,50
05,07,15,21,31,33,36
06,07,13,20,23,38,43
06,20,26,32,34,40,49
14,16,19,26,31,42,48
23,26,34,38,40,44,48
04,05,08,15,27,41,48
02,04,05,14,34,39,50
05,11,14,21,32,42,50
09,10,12,18,30,32,44
22,27,30,33,41,42,43
07,14,15,35,36,49,50
02,04,19,27,33,34,40
08,12,21,22,24,33,43
05,06,27,37,38,46,48
02,09,10,35,41,42,47
10,14,15,25,27,39,48
21,27,30,32,33,36,46
15,32,36,40,41,43,48
03,04,13,24,28,33,45
03,04,27,42,44,45,46
03,07,10,22,23,28,37
03,12,16,21,22,37,39
03,14,18,20,26,36,46
04,09,15,19,31,34,50
04,09,24,31,37,40,44
06,10,17,22,25,38,48
06,11,16,22,26,36,46
06,13,14,17,31,34,50
08,10,11,20,33,35,45
08,29,31,32,43,44,49
09,12,22,31,33,48,50
10,14,29,34,36,40,45
10,18,21,25,26,32,41
11,13,19,26,28,37,49
14,23,24,32,38,41,49
04,07,14,37,48,49,50
01,02,06,07,22,25,32
01,12,13,18,26,27,40
02,06,08,19,42,46,50
02,08,10,26,41,42,50
03,06,14,19,24,34,41
03,07,16,23,24,38,39
03,18,37,38,40,43,45
05,16,19,20,29,32,34
07,12,13,26,32,33,43
09,11,15,17,23,44,47
10,11,15,19,21,46,48
11,17,24,37,42,43,46
20,28,31,39,42,48,49
03,06,19,23,33,40,45
01,08,09,14,28,32,43
02,04,08,31,32,35,41
03,07,11,15,21,44,50
05,14,18,20,40,41,48
06,09,10,30,36,43,48
11,28,29,36,39,41,48
14,17,20,34,38,45,49
05,20,22,40,42,45,46
06,15,22,23,29,30,42
09,18,24,36,41,48,49
13,14,25,30,37,43,44
14,15,19,22,31,36,39
04,06,22,34,36,48,50
14,25,37,39,45,46,50
21,24,26,31,36,48,49
03,12,18,25,43,46,50
02,27,30,39,44,45,49
04,10,12,27,30,44,46
02,11,14,21,23,34,36
07,11,16,21,31,36,44
05,06,36,39,40,46,48
08,13,14,19,23,41,44
12,16,23,28,36,44,46
05,16,19,23,30,37,48
10,13,14,24,28,47,48
03,08,12,14,17,18,29
01,03,04,18,22,43,49
01,03,04,36,38,47,49
01,03,08,11,12,16,50
01,03,08,17,33,42,44
01,06,09,16,21,35,36
01,06,10,15,20,41,42
01,08,09,21,36,39,49
01,15,28,34,45,46,47
02,05,06,07,20,21,42
02,07,18,25,32,33,34
02,09,16,24,33,38,44
02,09,32,35,38,43,49
02,10,13,24,29,36,47
03,04,06,11,27,33,44
03,04,09,14,28,35,42
03,09,25,27,41,45,46
03,12,16,19,29,32,34
04,09,23,30,37,38,50
04,10,15,18,19,28,37
04,16,36,40,43,49,50
04,27,34,44,46,48,49
05,21,22,27,36,38,50
06,14,21,23,43,48,50
07,08,09,13,18,19,25
07,09,16,18,21,32,41
07,10,17,20,38,43,49
07,16,17,26,30,37,50
08,09,17,26,35,43,48
09,11,22,24,34,36,47
09,15,23,24,25,29,49
09,27,29,33,34,43,48
10,11,12,19,20,24,26
10,11,13,16,23,33,50
10,14,15,17,24,41,50
10,19,22,29,38,40,44
11,13,19,22,27,32,40
11,18,27,32,41,42,49
12,15,16,19,21,29,40
13,24,31,32,36,43,46
18,21,28,31,36,42,49
20,23,30,34,35,38,39
32,36,38,40,44,48,50
08,18,20,24,31,37,39
01,03,08,09,15,31,36
01,04,05,18,19,29,36
01,04,09,12,13,19,44
01,16,23,24,25,30,39
01,16,23,30,32,37,48
01,20,23,29,31,38,49
02,07,21,34,42,44,46
02,10,12,13,15,20,42
02,10,18,23,29,36,48
02,17,24,26,32,44,46
02,19,22,35,36,43,44
03,04,08,09,18,36,40
03,05,26,33,41,46,50
03,14,21,33,39,46,48
03,15,16,22,29,39,49
04,08,10,18,31,42,47
04,10,16,20,23,40,46
05,08,13,15,27,43,47
06,07,09,10,22,31,46
06,11,13,14,27,41,49
07,17,28,39,44,46,48
09,20,24,36,37,39,49
09,27,28,34,37,43,45
09,38,41,42,43,46,49
13,16,24,26,33,37,47
24,32,35,36,38,39,49
03,04,11,19,30,39,40
01,11,17,18,23,28,49
02,05,11,13,36,40,47
02,06,18,22,35,36,39
03,04,06,15,18,24,27
06,07,21,33,46,48,49
08,20,22,23,25,31,48
09,17,35,40,45,46,50
11,14,21,25,29,36,45
11,37,38,43,44,48,49
12,25,27,32,38,39,45
19,25,26,27,30,32,36
23,24,33,36,37,47,50
13,27,34,36,38,45,50
04,12,26,27,32,45,46
07,13,28,31,38,44,48
08,16,17,34,39,43,46
08,17,20,30,38,39,42
11,22,23,24,28,35,49
14,27,29,30,33,36,44
01,06,12,13,19,23,38
01,09,18,29,30,37,39
03,07,10,11,18,39,43
04,08,15,16,18,31,42
05,16,17,23,24,41,42
14,23,28,29,30,33,48
01,04,28,32,36,44,46
10,11,18,19,26,35,42
19,20,23,29,35,40,47
02,12,14,15,26,34,39
07,11,19,30,42,43,50
09,11,17,19,35,36,43
02,10,20,30,32,35,50
03,08,14,15,24,33,48
13,14,18,22,42,44,47
01,04,05,08,24,26,46
24,27,33,41,44,46,48
05,09,23,29,30,31,37
05,13,23,25,27,32,44
15,16,33,36,38,43,49
01,14,16,22,32,39,45
03,05,10,18,26,33,46
05,07,15,18,35,37,45
10,20,24,25,32,39,46
10,17,18,22,23,25,34
06,11,16,18,23,26,40
01,04,06,09,25,31,43
03,21,29,37,40,43,44
17,18,22,27,29,31,34
01,03,11,13,19,22,46
18,24,31,38,44,46,50
20,31,35,36,39,42,44
01,13,17,21,27,33,48
03,07,12,17,45,47,49
03,11,12,30,34,41,45
04,19,26,33,34,44,49
07,16,18,34,35,39,46
08,09,12,23,28,40,47
08,17,18,21,26,37,40
10,11,12,26,40,45,48
01,15,19,31,40,41,43
01,02,18,26,31,33,41
01,12,17,18,21,23,49
05,07,17,31,41,46,49
06,07,20,28,35,38,47
07,18,32,34,39,44,46
11,17,22,25,30,33,48
03,09,25,26,28,34,38
04,09,11,18,20,23,31
06,17,18,20,33,35,48
09,17,21,27,28,34,42
14,20,24,29,39,41,50
03,22,26,32,38,42,43
08,10,12,13,34,38,43
15,16,17,23,25,31,36
09,15,26,36,39,41,47
02,04,17,39,40,43,46
04,16,21,32,44,45,50
01,15,16,20,27,38,50
04,05,24,25,43,44,50
06,08,11,13,28,42,48
05,09,33,36,39,41,44
04,15,17,25,39,46,49
06,14,16,32,37,41,47
05,07,19,28,32,35,44
05,06,08,15,22,46,47
09,17,23,37,44,46,48
22,24,25,26,29,32,46
01,05,38,39,42,47,49
10,25,31,34,36,39,45
19,22,28,30,36,38,39
11,20,23,24,26,41,44
04,06,10,15,24,40,43
11,15,17,20,24,25,50
03,04,07,12,39,40,43
05,06,14,28,39,41,50
06,09,15,30,39,41,50
08,09,11,18,33,41,46
10,21,22,27,29,40,50
18,22,26,29,31,41,48
04,08,11,16,28,29,44
01,03,05,12,29,30,41
01,07,11,24,33,38,48
06,09,18,36,40,42,45
11,13,20,22,40,46,49
01,15,21,29,30,31,33
01,05,15,22,24,33,39
05,13,14,18,24,35,45
11,14,17,21,23,26,36
03,13,19,25,28,30,37
10,13,31,32,36,40,41
01,04,08,28,32,36,43
06,14,26,31,34,36,45
07,11,36,37,38,43,46
02,14,15,23,27,44,45
11,16,17,20,42,44,50
01,06,13,15,38,42,49
04,11,20,22,37,44,49
18,23,28,32,34,44,50
01,02,21,30,31,46,48
02,04,12,21,28,34,39
02,08,15,26,28,33,50
03,06,09,10,18,25,32
04,07,14,19,31,37,50
04,10,14,23,38,49,50
05,08,24,25,32,35,43
05,16,23,26,39,48,49
08,12,16,23,33,37,46
10,20,35,39,44,46,50
04,08,13,23,25,33,39
01,05,06,37,45,46,47
01,07,21,23,35,44,49
01,22,26,38,39,41,46
05,08,10,16,23,29,41
07,11,15,19,22,23,33
12,19,25,28,32,34,35
07,19,22,28,34,41,42
02,08,14,16,20,30,44
03,16,22,28,41,44,48
04,09,16,33,35,40,42
05,09,10,12,43,44,46
06,29,34,39,42,47,50
02,20,26,37,40,42,49
03,22,23,24,25,30,44
04,09,10,26,27,29,37
09,11,15,19,20,35,41
02,03,08,18,31,39,50
04,21,23,39,40,42,50
09,24,27,33,40,44,48
16,17,31,34,36,39,41
02,03,05,12,21,22,37
01,19,20,22,34,39,47
01,29,31,32,35,38,48
09,17,21,23,36,41,48
02,16,21,33,39,42,47
02,20,21,30,31,39,45
01,02,16,21,23,25,28
02,04,12,23,27,41,43
02,10,16,19,36,37,41
02,10,30,34,40,46,48
06,10,24,39,42,46,49
07,11,16,21,30,45,46
09,13,14,16,21,28,29
11,16,25,28,29,39,43
19,26,28,31,32,36,47
10,12,19,22,25,32,42
05,08,21,23,36,47,48
11,20,27,31,36,37,47
01,03,20,21,27,28,44
06,11,25,31,36,41,49
02,09,16,17,21,22,32
02,23,24,29,40,48,49
06,31,33,34,43,44,46
01,02,32,37,38,39,45
18,23,31,32,36,38,43
02,06,13,19,21,32,40
06,12,20,24,40,42,47
03,19,22,30,32,37,40
08,15,21,28,29,30,39
07,22,25,26,35,41,45
05,13,14,16,17,29,49
07,21,23,25,31,34,45
19,24,30,33,34,44,47
06,27,32,40,42,44,45
09,14,25,35,38,42,47
09,20,32,33,40,41,42
06,11,21,28,29,36,44
12,14,15,18,20,37,43
02,11,14,34,43,47,48
05,09,19,24,29,31,42
11,12,23,30,31,36,44
15,19,24,30,31,44,46
05,18,19,20,32,36,48
10,12,14,19,28,44,47
12,18,22,25,27,37,41
01,03,18,21,30,32,42
25,27,34,35,37,39,44
19,20,32,33,38,40,41
14,18,20,37,38,39,43
14,15,16,22,23,36,40
20,23,24,30,37,38,43
01,03,12,16,20,29,30
02,07,12,14,18,25,49
22,23,25,28,35,38,40
02,11,13,14,29,44,46
04,06,07,27,43,47,49
05,15,23,27,31,37,47
06,10,12,25,31,38,47
01,03,05,19,23,35,45
11,22,25,27,37,41,47
05,10,20,24,26,30,40
03,13,22,32,41,47,48
02,06,10,29,30,38,40
08,09,11,22,24,42,48
03,07,24,31,37,41,44
02,04,18,26,28,32,43
02,10,25,26,27,30,37
11,20,36,37,39,40,47
04,05,11,19,21,29,36
02,06,09,10,15,19,30
01,04,07,09,11,14,37
04,06,09,19,23,31,41
01,07,10,22,28,32,38
04,09,10,12,15,32,49
16,18,19,24,26,34,35
07,11,13,20,25,28,37
09,10,14,27,28,29,42
05,11,15,16,26,34,40
01,04,22,33,35,46,47
01,02,04,07,09,25,42
06,07,11,21,23,27,41
01,09,24,32,35,40,48
02,08,12,25,27,40,45
07,16,19,30,31,44,48
13,18,21,24,30,45,46
08,10,13,19,24,37,42
03,10,15,23,24,26,29
04,09,31,36,39,43,44
04,18,21,40,43,44,47
04,05,08,19,21,31,33
03,05,09,14,33,34,41
15,19,21,33,43,45,49
02,11,19,28,29,32,44
02,15,30,33,34,41,45
03,14,29,30,35,37,48
09,10,16,29,30,33,37
10,16,22,26,39,40,45
09,11,13,14,32,37,38
27,28,30,34,40,43,44
09,16,25,29,38,43,47
02,04,10,32,41,46,49
13,15,25,31,45,46,47
09,26,34,36,40,47,48
01,04,07,10,13,22,48
01,03,15,27,33,36,39
02,04,05,08,33,47,48
04,07,25,29,30,38,44
02,12,21,31,34,35,46
03,04,05,07,19,22,28
04,11,23,27,35,40,42
22,24,29,33,40,41,46
06,16,18,20,33,36,43
15,17,31,34,38,44,46
02,04,11,21,30,33,40
03,05,17,18,19,34,47
08,20,35,37,40,45,48
05,22,24,31,36,40,43
07,24,26,38,40,44,48
06,25,35,37,39,43,45
05,12,19,22,39,43,45
03,04,21,29,30,34,47
01,02,15,27,33,35,44
08,21,22,25,34,46,49
11,18,20,25,30,33,43
04,13,14,16,23,24,40
04,06,13,27,31,36,41
03,04,10,18,20,39,46
02,09,15,23,26,30,41
08,13,16,22,23,28,29
10,11,20,24,26,30,32
01,05,30,40,41,44,49
11,33,34,40,43,44,45
04,09,16,18,20,21,22
19,22,28,31,32,40,47
04,05,29,32,38,40,45
11,23,24,25,26,33,42
06,26,27,29,31,36,46
07,08,32,33,39,43,45
11,12,22,39,41,43,45
19,21,28,34,37,43,44
02,03,13,36,44,46,48
06,25,27,40,44,45,49
03,06,15,29,36,40,42
21,26,28,29,38,46,47
04,08,17,24,32,37,45
16,17,24,30,36,37,44
12,15,33,34,40,42,48
08,09,12,14,19,25,39
17,18,19,34,36,38,39
07,08,18,38,43,46,47
21,35,36,39,41,46,47
07,12,29,33,36,39,49
08,09,13,18,21,22,34
02,05,08,11,16,25,31
06,08,14,30,34,39,40
08,13,21,31,41,44,48
02,03,18,23,29,32,41
02,16,20,26,30,31,49
03,19,29,36,43,44,49
19,24,25,26,27,36,43
08,09,13,28,31,39,49
09,21,23,26,39,42,49
02,09,14,21,23,33,42
01,13,21,24,26,29,46
04,18,19,33,34,40,45
07,08,10,20,35,38,48
06,17,18,28,31,41,45
04,15,25,28,32,36,49
03,04,11,28,42,44,45
08,09,25,29,37,40,45
05,08,15,20,25,26,47
04,08,11,13,21,27,42
06,09,21,27,37,44,47
07,14,21,30,34,37,38
16,25,37,39,40,47,48
04,05,14,30,33,44,45
06,11,16,32,36,38,45
17,19,22,26,39,43,44
13,24,28,38,42,43,48
07,09,10,14,22,24,39
03,08,10,21,37,41,49
15,17,20,32,37,48,49
06,07,14,22,34,38,45
25,34,36,38,40,47,49
05,08,10,18,21,43,49
02,12,30,32,45,47,48
10,12,13,23,24,31,47
02,09,12,25,28,30,36
05,08,11,24,33,34,41
01,04,06,17,18,28,33
02,10,20,21,23,43,47
01,05,15,17,19,46,49
01,17,20,23,32,35,48
03,07,13,19,23,36,43
08,12,27,30,31,48,49
06,07,10,15,38,41,43
04,05,10,12,15,21,23
11,15,21,30,33,35,49
11,16,23,27,28,36,45
04,11,22,33,35,42,44
02,06,30,35,37,38,39
02,11,30,33,34,35,36
22,35,38,41,42,43,44
01,14,15,20,39,40,41
01,12,30,36,37,41,45
03,07,20,23,28,45,49
01,07,13,14,22,42,48
02,04,07,16,26,39,41
01,05,24,29,32,33,41
01,04,09,17,22,23,33
06,20,30,32,38,39,42
11,16,23,29,39,40,47
07,16,20,25,36,38,46
02,18,35,43,44,46,48
06,07,12,23,37,45,48
03,07,18,24,27,28,42
03,06,22,25,26,39,43
05,08,20,24,45,46,49
32,34,35,40,41,44,48
12,14,17,18,25,33,37
03,13,18,30,41,45,49
09,21,31,33,37,39,40
01,05,16,17,19,44,49
01,10,16,18,29,34,48
11,25,27,33,37,41,47
05,06,15,18,21,32,34
12,21,24,26,28,34,42
11,17,24,34,41,42,48
05,12,23,24,31,44,45
08,20,36,44,45,47,48
04,15,17,22,31,36,48
04,05,21,32,34,40,45
09,17,22,28,34,38,39
03,04,05,17,34,40,42
02,23,25,28,35,36,47
16,19,27,28,35,43,49
16,18,21,34,43,44,45
08,15,23,27,36,38,47
10,22,29,30,33,36,38
04,06,16,20,37,44,46
02,12,31,34,39,48,49
03,08,25,28,29,30,31
01,08,09,14,20,32,45
01,02,20,33,42,45,47
02,05,20,23,27,29,32
05,07,12,25,33,42,46
01,08,14,20,38,47,48
09,10,16,23,24,39,49
02,03,04,08,09,20,30
09,13,30,34,40,42,44
08,19,22,40,44,47,49
06,12,18,26,32,40,47
04,21,24,26,27,28,29
02,03,06,24,27,45,46
12,15,26,32,39,40,43
09,20,23,25,26,34,40
03,15,19,22,39,42,43
05,08,11,22,39,43,45
05,11,19,25,36,43,44
02,07,15,18,20,41,45
04,05,11,12,15,23,40
08,13,16,19,31,35,42
03,04,06,14,36,40,42
06,07,08,17,28,46,48
09,10,11,12,29,36,45
10,12,17,19,27,33,48
04,08,12,20,33,35,45
16,18,22,23,36,40,42
01,08,16,34,35,43,49
21,24,29,37,39,45,49
02,06,15,20,23,25,36
02,28,33,34,40,44,47
19,21,22,31,37,45,48
13,18,23,28,38,46,49
06,08,09,19,31,34,35
05,16,35,38,44,45,47
09,11,12,14,23,40,48
03,07,10,11,30,31,49
01,02,08,22,29,32,34
01,04,11,23,25,40,48
06,11,17,34,39,41,42
07,14,24,29,33,37,44
21,25,26,29,33,42,45
08,09,10,28,34,38,48
02,08,24,33,34,43,45
02,10,14,19,26,43,48
04,06,19,23,32,46,49
10,13,20,37,38,43,45
02,12,15,17,20,32,49
02,04,12,24,28,44,47
11,22,24,34,39,42,43
04,13,14,22,30,33,44
05,07,14,15,33,38,46
02,13,21,23,27,30,37
05,06,10,15,22,32,49
07,10,17,18,32,38,45
05,09,17,21,26,28,47
03,12,17,18,23,27,34
02,04,05,31,40,46,49
03,06,09,13,28,42,49
06,16,27,33,41,46,49
03,05,14,21,26,30,48
02,03,14,19,47,48,49
31,34,37,39,41,45,49
04,17,20,24,29,36,45
10,15,16,17,19,27,38
05,10,16,24,27,34,45
02,10,16,22,27,47,49
02,06,12,19,27,33,46
06,07,12,39,42,44,46
02,04,16,18,25,30,40
09,13,28,31,34,35,36
05,06,07,11,13,29,44
09,14,29,33,43,44,48
09,12,13,17,26,27,33
01,16,22,32,33,36,38
02,18,20,25,26,33,48
02,14,15,20,29,37,38
02,07,10,11,34,39,48
09,12,13,19,25,28,33
04,14,18,20,29,38,48
10,26,40,41,44,47,49
02,10,21,37,38,44,45
01,20,28,30,35,36,39
02,04,19,22,30,31,43
04,25,31,39,44,45,49
01,04,11,29,34,38,47
10,15,17,22,23,32,39
06,09,11,21,31,35,40
01,06,21,24,27,34,44
21,22,27,28,30,43,47
03,06,12,31,34,40,46
06,07,22,24,25,26,49
06,11,29,33,37,38,44
04,12,21,23,32,38,40
04,08,19,22,23,34,36
04,05,16,18,28,37,42
06,11,19,26,31,37,45
11,15,17,28,30,38,39
02,04,10,36,39,40,47
05,07,12,16,19,22,25
02,07,12,13,29,38,48
04,19,20,29,33,36,40
12,16,26,31,34,37,38
22,24,28,32,35,42,43
14,15,21,27,30,34,49
14,17,22,28,32,40,48
04,12,19,22,26,27,45
05,24,32,34,35,39,45
04,07,13,19,42,45,46
05,10,19,21,30,37,49
01,06,10,21,27,34,49
13,15,16,20,26,30,39
12,14,15,19,32,36,45
02,17,35,36,38,40,45
07,10,15,36,38,42,49
07,25,33,36,43,46,48
01,07,16,22,24,42,43
06,16,37,41,46,47,48
18,31,38,45,46,47,48
07,08,24,30,37,44,48
01,08,19,25,28,29,49
01,04,08,15,39,42,45
04,10,25,33,42,46,47
05,07,11,20,30,33,47
02,03,12,18,22,40,49
07,24,26,45,46,48,49
06,11,12,23,33,42,47
07,09,19,28,32,33,42
12,19,24,27,28,29,40
07,12,14,19,21,38,40
03,08,15,18,43,45,46
02,09,15,26,28,40,42
03,06,11,13,24,27,42
04,06,08,43,44,46,49
02,11,20,32,34,40,47
06,11,13,14,28,30,34
02,14,16,20,25,29,39
14,18,34,42,43,46,49
01,02,09,14,17,25,39
10,21,29,32,37,46,49
12,15,17,23,25,32,36
14,26,30,33,36,45,49
05,19,32,34,36,47,48
02,06,08,18,21,30,45
06,07,12,17,21,42,46
02,12,19,22,23,27,37
22,27,28,31,37,45,47
07,10,12,23,29,35,42
08,11,14,24,25,31,39
10,12,33,34,45,46,49
10,15,24,31,42,43,47
10,16,18,23,25,34,36
08,17,27,33,34,38,49
08,10,16,30,32,35,41
07,16,21,28,35,44,46
06,13,31,35,40,43,46
03,06,08,24,28,36,48
05,15,20,29,36,38,46
01,09,15,22,36,38,49
02,10,25,26,30,38,39
03,10,30,35,36,42,45
08,09,12,20,22,27,30
08,11,15,17,24,27,39
08,09,23,30,31,36,42
03,21,27,28,30,35,45
03,05,09,17,32,38,44
03,09,20,26,28,37,44
01,05,13,18,20,44,49
02,06,09,21,24,28,42
01,21,30,35,36,41,46
06,10,12,19,28,40,42
07,15,21,22,23,26,49
07,18,29,31,33,36,45
03,15,16,30,31,39,49
03,23,24,28,29,34,38
10,16,19,20,29,35,39
05,21,27,29,33,35,44
17,20,36,40,42,43,49
12,18,20,23,36,41,47
05,10,24,32,33,39,49
05,06,23,27,28,33,44
01,09,12,25,35,39,40
14,24,27,41,42,45,48
04,16,17,33,42,45,48
05,06,13,23,27,37,48
04,12,15,26,38,44,48
03,15,17,34,36,47,48
07,17,21,22,33,34,44
01,02,17,19,28,33,49
04,24,25,27,37,40,46
04,17,18,24,25,39,48
03,06,07,18,40,42,44
02,07,19,20,31,32,46
01,04,13,16,25,27,31
07,22,26,30,32,38,49
03,16,22,23,30,45,46
21,34,37,40,43,44,49
12,20,22,25,27,32,49
04,09,29,37,41,45,47
01,13,27,29,30,44,48
06,07,15,17,21,40,48
03,06,11,12,17,20,46
25,28,31,36,42,44,49
06,14,16,25,31,44,47
03,11,15,29,42,46,47
06,18,20,28,34,37,49
01,03,04,20,23,36,37
05,13,19,21,29,37,48
05,09,12,23,24,27,41
05,06,08,35,40,42,48
12,13,18,27,31,40,48
13,21,27,36,42,45,47
10,21,24,25,31,36,46
05,09,13,24,32,40,44
03,17,21,23,36,37,42
02,16,19,21,25,30,42
04,17,20,26,30,45,46
02,20,21,25,33,34,41
05,18,20,30,32,40,43
19,23,35,40,41,47,48
10,14,21,33,34,42,45
10,11,12,17,22,29,34
03,13,18,22,24,32,37
08,09,12,16,18,26,41
09,19,22,26,32,34,39
06,10,12,32,43,48,49
09,12,22,27,31,46,48
04,11,17,18,25,27,47
01,09,22,25,27,28,34
05,06,13,17,18,19,33
14,18,19,20,23,26,40
03,09,15,16,19,45,48
11,14,22,23,26,28,32
04,06,18,19,22,23,26
07,08,16,20,36,41,44
04,11,25,28,29,36,46
09,10,12,35,36,41,42
01,03,11,12,14,22,48
03,04,06,16,21,32,41
11,12,19,31,35,45,47
01,03,12,14,15,38,41
04,07,22,23,40,42,48
09,18,19,27,36,44,46
06,07,09,10,18,28,44
03,05,15,25,44,46,49
06,07,08,16,22,34,41
04,05,13,23,26,45,47
01,03,05,10,16,27,43
02,05,06,18,23,26,41
01,11,21,25,27,28,46
06,09,11,25,39,40,43
09,17,18,21,42,45,47
15,16,24,28,30,33,46
03,12,21,34,37,38,41
22,32,33,35,36,39,42
06,12,14,29,32,41,44
02,04,18,19,20,39,44
03,05,07,11,13,20,29
12,17,22,27,28,29,35
02,09,18,33,36,40,49
09,11,23,33,35,36,42
08,11,14,17,26,30,36
06,08,12,19,20,25,49
01,04,05,22,25,32,34
03,07,13,19,23,31,44
03,06,09,21,25,26,35
07,16,34,37,40,41,49
08,09,16,17,19,36,42
01,02,05,11,23,36,45
02,06,13,28,29,32,44
06,07,09,11,23,29,41
08,09,27,32,39,43,47
01,11,16,17,29,38,45
09,12,18,19,35,46,48
23,24,28,30,35,46,47
02,16,26,28,30,45,47
02,04,06,08,10,33,37
19,24,32,34,40,42,48
11,18,21,22,27,28,38
06,17,18,19,22,47,49
01,08,09,14,26,37,45
02,09,20,22,25,34,48
13,15,18,19,39,46,49
13,15,19,29,33,34,45
02,07,20,23,29,44,45
01,11,20,32,41,42,44
01,20,24,30,38,42,47
11,17,23,25,33,36,38
06,22,23,30,31,43,47
07,23,32,37,38,43,44
06,10,12,32,33,44,46
02,09,17,23,43,44,45
02,17,20,23,25,38,40
08,15,21,23,30,32,47
03,12,20,28,33,44,45
20,22,30,38,41,46,49
03,08,22,25,27,33,38
08,16,19,21,24,37,43
04,17,19,29,33,34,38
03,05,17,23,28,43,46
09,13,25,31,35,36,40
04,13,14,20,23,32,44
02,05,09,13,23,29,42
01,02,06,10,11,17,40
03,08,13,33,39,40,49
03,05,10,11,12,15,24
03,10,16,28,31,38,47
18,23,28,37,44,45,47
12,25,27,29,34,44,45
04,05,10,17,19,27,49
09,23,30,35,43,45,49
09,15,16,18,22,33,38
06,12,17,19,25,33,39
06,11,16,29,37,39,49
09,19,20,22,28,33,48
04,12,13,14,18,22,45
05,10,35,40,44,47,48
04,18,23,28,35,41,48
05,13,16,17,28,37,42
03,08,13,14,18,20,36
01,21,29,37,38,43,44
15,34,37,39,41,42,46
03,14,33,38,41,43,47
05,25,26,27,29,35,46
02,04,10,11,20,35,49
05,09,30,40,46,47,48
11,20,23,27,31,41,46
01,05,11,21,35,44,47
01,02,12,23,28,38,39
02,08,13,15,19,40,44
07,10,11,18,26,29,47
01,03,22,23,39,40,49
15,23,28,36,37,43,49
10,16,24,33,40,46,47
01,02,06,28,34,43,44
08,28,32,35,37,38,44
04,10,20,22,38,48,49
